;on_wind;grid;PEM input;Compressor;hydrogen_storage;Curtailment
7382;25.54;-0.0;-23.14;-2.41;-3.42;-9.49
7383;25.54;-0.0;-23.14;-2.41;-3.42;-14.62
7384;25.54;-0.0;-23.14;-2.41;-3.42;-20.77
7385;25.54;-0.0;-23.14;-2.41;-3.42;-24.65
7386;25.54;-0.0;-23.14;-2.41;-3.42;-22.86
7387;-0.0;-0.0;0.0;0.0;6.67;-41.6
7388;-0.0;-0.0;0.0;0.0;6.67;-35.75
7389;-0.0;-0.0;0.0;0.0;6.67;-34.26
7390;-0.0;-0.0;0.0;0.0;6.67;-32.82
7391;-0.0;-0.0;0.0;0.0;6.67;-29.72
7392;25.54;-0.0;-23.14;-2.41;-6.75;-2.39
7393;25.54;-0.0;-23.14;-2.41;-6.75;-0.18
7394;25.07;-0.0;-22.7;-2.36;-6.5;-0.0
7395;25.54;-0.0;-23.14;-2.41;-6.75;-3.34
7396;25.54;-0.0;-23.14;-2.41;-6.75;-1.73
7397;25.54;-0.0;-23.14;-2.41;-3.42;-1.13
7398;22.14;-0.0;-20.06;-2.09;-1.63;-0.0
7399;18.68;-0.0;-16.92;-1.76;0.19;-0.0
7400;17.9;-0.0;-16.22;-1.69;0.59;-0.0
7401;17.9;-0.0;-16.22;-1.69;0.59;-0.0
7402;19.93;-0.0;-18.06;-1.88;-0.47;-0.0
7403;20.35;-0.0;-18.43;-1.92;-0.69;-0.0
7404;22.98;-0.0;-20.81;-2.16;-2.07;-0.0
7405;25.54;-0.0;-23.14;-2.41;-3.42;-0.66
7406;25.54;-0.0;-23.14;-2.41;-3.42;-5.43
7407;25.54;-0.0;-23.14;-2.41;-3.42;-10.5
7408;25.54;-0.0;-23.14;-2.41;-3.42;-15.82
7409;25.54;-0.0;-23.14;-2.41;-3.42;-18.86
7410;25.54;-0.0;-23.14;-2.41;-3.42;-21.84
7411;25.54;-0.0;-23.14;-2.41;-6.75;-25.3
7412;25.54;-0.0;-23.14;-2.41;-6.75;-25.96
7413;25.54;-0.0;-23.14;-2.41;-6.75;-24.71
7414;25.54;-0.0;-23.14;-2.41;-6.75;-21.72
7415;25.54;-0.0;-23.14;-2.41;-6.75;-18.68
7416;25.54;-0.0;-23.14;-2.41;-6.75;-13.43
7417;25.54;-0.0;-23.14;-2.41;-6.75;-9.49
7418;25.54;-0.0;-23.14;-2.41;-6.75;-10.32
7419;25.54;-0.0;-23.14;-2.41;-6.75;-11.1
7420;25.54;-0.0;-23.14;-2.41;-6.75;-11.88
7421;25.54;-0.0;-23.14;-2.41;-3.42;-10.74
7422;25.54;-0.0;-23.14;-2.41;-3.42;-10.86
7423;25.54;-0.0;-23.14;-2.41;-3.42;-11.4
7424;25.54;-0.0;-23.14;-2.41;-3.42;-13.91
7425;25.54;-0.0;-23.14;-2.41;-3.42;-15.82
7426;25.54;-0.0;-23.14;-2.41;-3.42;-16.47
7427;25.54;-0.0;-23.14;-2.41;-3.42;-17.43
7428;25.54;-0.0;-23.14;-2.41;-3.42;-17.78
7429;25.54;-0.0;-23.14;-2.41;-3.42;-16.35
7430;25.54;-0.0;-23.14;-2.41;-3.42;-13.73
7431;25.54;-0.0;-23.14;-2.41;-3.42;-11.34
7432;25.54;-0.0;-23.14;-2.41;-3.42;-10.21
7433;25.54;-0.0;-23.14;-2.41;-3.42;-9.13
7434;25.54;-0.0;-23.14;-2.41;-3.42;-8.53
7435;25.54;-0.0;-23.14;-2.41;-6.75;-7.64
7436;25.54;-0.0;-23.14;-2.41;-6.75;-6.62
7437;25.54;-0.0;-23.14;-2.41;-6.75;-6.21
7438;25.54;-0.0;-23.14;-2.41;-6.75;-4.66
7439;25.54;-0.0;-23.14;-2.41;-6.75;-3.82
7440;25.54;-0.0;-23.14;-2.41;-6.75;-3.76
7441;25.54;-0.0;-23.14;-2.41;-6.75;-3.04
7442;25.54;-0.0;-23.14;-2.41;-6.75;-1.73
7443;25.54;-0.0;-23.14;-2.41;-6.75;-3.22
7444;25.54;-0.0;-23.14;-2.41;-6.75;-3.58
7445;25.54;-0.0;-23.14;-2.41;-3.42;-3.46
7446;25.54;-0.0;-23.14;-2.41;-3.42;-4.6
7447;25.54;-0.0;-23.14;-2.41;-3.42;-2.21
7448;25.54;-0.0;-23.14;-2.41;-3.42;-1.85
7449;25.54;-0.0;-23.14;-2.41;-3.42;-1.37
7450;25.54;-0.0;-23.14;-2.41;-3.42;-4.18
7451;25.54;-0.0;-23.14;-2.41;-3.42;-3.76
7452;25.54;-0.0;-23.14;-2.41;-3.42;-2.27
7453;25.54;-0.0;-23.14;-2.41;-3.42;-0.12
7454;23.99;-0.0;-21.73;-2.26;-2.61;-0.0
7455;25.24;-0.0;-22.87;-2.38;-3.26;-0.0
7456;25.54;-0.0;-23.14;-2.41;-3.42;-0.06
7457;25.54;-0.0;-23.14;-2.41;-3.42;-0.48
7458;25.54;-0.0;-23.14;-2.41;-3.42;-1.31
7459;25.54;-0.0;-23.14;-2.41;-6.75;-2.75
7460;25.54;-0.0;-23.14;-2.41;-6.75;-3.34
7461;25.54;-0.0;-23.14;-2.41;-6.75;-3.04
7462;25.54;-0.0;-23.14;-2.41;-6.75;-1.91
7463;25.54;-0.0;-23.14;-2.41;-6.75;-2.69
7464;25.54;-0.0;-23.14;-2.41;-6.75;-5.73
7465;25.54;-0.0;-23.14;-2.41;-6.75;-5.49
7466;25.54;-0.0;-23.14;-2.41;-6.75;-5.67
7467;25.54;-0.0;-23.14;-2.41;-6.75;-5.91
7468;25.54;-0.0;-23.14;-2.41;-6.75;-6.09
7469;25.54;-0.0;-23.14;-2.41;-3.42;-6.56
7470;25.54;-0.0;-23.14;-2.41;-3.42;-6.39
7471;25.54;-0.0;-23.14;-2.41;-3.42;-5.61
7472;25.54;-0.0;-23.14;-2.41;-3.42;-4.36
7473;25.54;-0.0;-23.14;-2.41;-3.42;-5.73
7474;25.54;-0.0;-23.14;-2.41;-3.42;-5.79
7475;25.54;-0.0;-23.14;-2.41;-3.42;-6.21
7476;25.54;-0.0;-23.14;-2.41;-3.42;-5.67
7477;25.54;-0.0;-23.14;-2.41;-3.42;-5.25
7478;25.54;-0.0;-23.14;-2.41;-3.42;-3.76
7479;25.54;-0.0;-23.14;-2.41;-3.42;-3.76
7480;25.54;-0.0;-23.14;-2.41;-3.42;-3.52
7481;25.54;-0.0;-23.14;-2.41;-3.42;-3.04
7482;25.54;-0.0;-23.14;-2.41;-3.42;-4.3
7483;25.54;-0.0;-23.14;-2.41;-6.75;-6.21
7484;25.54;-0.0;-23.14;-2.41;-6.75;-8.71
7485;25.54;-0.0;-23.14;-2.41;-6.75;-13.37
7486;25.54;-0.0;-23.14;-2.41;-6.75;-13.13
7487;25.54;-0.0;-23.14;-2.41;-6.75;-12.0
7488;25.54;-0.0;-23.14;-2.41;-6.75;-9.79
7489;25.54;-0.0;-23.14;-2.41;-6.75;-8.71
7490;25.54;-0.0;-23.14;-2.41;-6.75;-8.53
7491;25.54;-0.0;-23.14;-2.41;-6.75;-6.21
7492;25.54;-0.0;-23.14;-2.41;-6.75;-5.07
7493;25.54;-0.0;-23.14;-2.41;-3.42;-4.71
7494;25.54;-0.0;-23.14;-2.41;-3.42;-4.42
7495;25.54;-0.0;-23.14;-2.41;-3.42;-3.46
7496;25.54;-0.0;-23.14;-2.41;-3.42;-2.27
7497;25.24;-0.0;-22.87;-2.38;-3.26;-0.0
7498;25.54;-0.0;-23.14;-2.41;-3.42;-1.13
7499;23.93;-0.0;-21.68;-2.25;-2.57;-0.0
7500;20.89;-0.0;-18.92;-1.97;-0.97;-0.0
7501;20.35;-0.0;-18.43;-1.92;-0.69;-0.0
7502;21.01;-0.0;-19.03;-1.98;-1.04;-0.0
7503;20.65;-0.0;-18.7;-1.94;-0.85;-0.0
7504;18.56;-0.0;-16.81;-1.75;0.25;-0.0
7505;19.57;-0.0;-17.73;-1.84;-0.29;-0.0
7506;23.81;-0.0;-21.57;-2.24;-2.51;-0.0
7507;25.54;-0.0;-23.14;-2.41;-6.75;-3.94
7508;25.54;-0.0;-23.14;-2.41;-6.75;-4.89
7509;25.54;-0.0;-23.14;-2.41;-6.75;-8.95
7510;25.54;-0.0;-23.14;-2.41;-6.75;-10.56
7511;25.54;-0.0;-23.14;-2.41;-6.75;-10.21
7512;25.54;-0.0;-23.14;-2.41;-6.75;-8.0
7513;25.54;-0.0;-23.14;-2.41;-6.75;-3.4
7514;25.54;-0.0;-23.14;-2.41;-6.75;-0.42
7515;25.18;-0.0;-22.81;-2.37;-6.57;-0.0
7516;23.93;-0.0;-21.68;-2.25;-5.91;-0.0
7517;22.62;-0.0;-20.49;-2.13;-1.88;-0.0
7518;22.74;-0.0;-20.6;-2.14;-1.95;-0.0
7519;23.45;-0.0;-21.24;-2.21;-2.32;-0.0
7520;22.32;-0.0;-20.22;-2.1;-1.73;-0.0
7521;20.47;-0.0;-18.54;-1.93;-0.76;-0.0
7522;19.63;-0.0;-17.79;-1.85;-0.32;-0.0
7523;23.1;-0.0;-20.92;-2.18;-2.13;-0.0
7524;25.54;-0.0;-23.14;-2.41;-3.42;-0.84
7525;25.54;-0.0;-23.14;-2.41;-3.42;-1.31
7526;23.57;-0.0;-21.35;-2.22;-2.39;-0.0
7527;21.01;-0.0;-19.03;-1.98;-1.04;-0.0
7528;20.11;-0.0;-18.22;-1.89;-0.57;-0.0
7529;19.28;-0.0;-17.46;-1.82;-0.13;-0.0
7530;20.11;-0.0;-18.22;-1.89;-0.57;-0.0
7531;18.56;-0.0;-16.81;-1.75;-3.09;-0.0
7532;17.9;-0.0;-16.22;-1.69;-2.74;-0.0
7533;17.55;-0.0;-15.89;-1.65;-2.55;-0.0
7534;13.79;-0.0;-12.49;-1.3;-0.58;-0.0
7535;10.8;-0.0;-9.78;-1.02;0.99;-0.0
7536;8.83;-0.0;-8.0;-0.83;2.03;-0.0
7537;7.76;-0.0;-7.03;-0.73;2.59;-0.0
7538;8.0;-0.0;-7.24;-0.75;2.46;-0.0
7539;8.77;-0.0;-7.95;-0.83;2.06;-0.0
7540;10.62;-0.0;-9.62;-1.0;1.09;-0.0
7541;13.13;-0.0;-11.89;-1.24;3.1;-0.0
7542;15.76;-0.0;-14.27;-1.48;1.72;-0.0
7543;17.07;-0.0;-15.46;-1.61;1.03;-0.0
7544;16.35;-0.0;-14.81;-1.54;1.41;-0.0
7545;19.1;-0.0;-17.3;-1.8;-0.03;-0.0
7546;20.35;-0.0;-18.43;-1.92;-0.69;-0.0
7547;21.31;-0.0;-19.3;-2.01;-1.19;-0.0
7548;21.37;-0.0;-19.35;-2.01;-1.23;-0.0
7549;19.57;-0.0;-17.73;-1.84;-0.29;-0.0
7550;16.11;-0.0;-14.6;-1.52;1.53;-0.0
7551;16.29;-0.0;-14.76;-1.53;1.44;-0.0
7552;17.55;-0.0;-15.89;-1.65;0.78;-0.0
7553;17.55;-0.0;-15.89;-1.65;0.78;-0.0
7554;18.86;-0.0;-17.08;-1.78;0.09;-0.0
7555;-0.0;-0.0;0.0;0.0;6.67;-19.28
7556;-0.0;-0.0;0.0;0.0;6.67;-17.37
7557;-0.0;-0.0;0.0;0.0;6.67;-16.11
7558;-0.0;-0.0;0.0;0.0;6.67;-14.14
7559;-0.0;-0.0;0.0;0.0;6.67;-11.52
7560;10.98;-0.0;-9.95;-1.03;0.9;-0.0
7561;11.46;-0.0;-10.38;-1.08;0.65;-0.0
7562;11.88;-0.0;-10.76;-1.12;0.43;-0.0
7563;11.46;-0.0;-10.38;-1.08;0.65;-0.0
7564;10.8;-0.0;-9.78;-1.02;0.99;-0.0
7565;10.5;-0.0;-9.51;-0.99;4.48;-0.0
7566;10.5;-0.0;-9.51;-0.99;4.48;-0.0
7567;10.26;-0.0;-9.3;-0.97;4.61;-0.0
7568;9.79;-0.0;-8.87;-0.92;4.86;-0.0
7569;10.15;-0.0;-9.19;-0.96;4.67;-0.0
7570;11.1;-0.0;-10.05;-1.05;4.17;-0.0
7571;12.29;-0.0;-11.14;-1.16;3.54;-0.0
7572;12.29;-0.0;-11.14;-1.16;3.54;-0.0
7573;11.1;-0.0;-10.05;-1.05;4.17;-0.0
7574;10.38;-0.0;-9.41;-0.98;4.54;-0.0
7575;12.41;-0.0;-11.24;-1.17;3.48;-0.0
7576;13.91;-0.0;-12.6;-1.31;2.69;-0.0
7577;14.74;-0.0;-13.35;-1.39;2.25;-0.0
7578;14.98;-0.0;-13.57;-1.41;2.13;-0.0
7579;14.26;-0.0;-12.92;-1.34;-0.83;-0.0
7580;13.96;-0.0;-12.65;-1.32;-0.67;-0.0
7581;14.92;-0.0;-13.51;-1.41;-1.17;-0.0
7582;16.11;-0.0;-14.6;-1.52;-1.8;-0.0
7583;17.25;-0.0;-15.62;-1.62;-2.4;-0.0
7584;16.23;-0.0;-14.7;-1.53;-1.86;-0.0
7585;15.58;-0.0;-14.11;-1.47;-1.52;-0.0
7586;14.2;-0.0;-12.87;-1.34;-0.8;-0.0
7587;12.95;-0.0;-11.73;-1.22;-0.14;-0.0
7588;11.46;-0.0;-10.38;-1.08;0.65;-0.0
7589;11.58;-0.0;-10.49;-1.09;3.92;-0.0
7590;11.4;-0.0;-10.33;-1.07;4.01;-0.0
7591;11.34;-0.0;-10.27;-1.07;4.04;-0.0
7592;11.16;-0.0;-10.11;-1.05;4.14;-0.0
7593;12.06;-0.0;-10.92;-1.14;3.67;-0.0
7594;16.89;-0.0;-15.3;-1.59;1.13;-0.0
7595;18.26;-0.0;-16.54;-1.72;0.4;-0.0
7596;22.86;-0.0;-20.7;-2.15;-2.01;-0.0
7597;25.54;-0.0;-23.14;-2.41;-3.42;-1.61
7598;25.54;-0.0;-23.14;-2.41;-3.42;-5.43
7599;25.54;-0.0;-23.14;-2.41;-3.42;-20.35
7600;25.54;-0.0;-23.14;-2.41;-3.42;-26.5
7601;25.54;-0.0;-23.14;-2.41;-3.42;-25.9
7602;25.54;-0.0;-23.14;-2.41;-3.42;-22.74
7603;25.54;-0.0;-23.14;-2.41;-6.75;-21.72
7604;25.54;-0.0;-23.14;-2.41;-6.75;-22.86
7605;25.54;-0.0;-23.14;-2.41;-6.75;-23.69
7606;25.54;-0.0;-23.14;-2.41;-6.75;-24.11
7607;25.54;-0.0;-23.14;-2.41;-6.75;-23.99
7608;25.54;-0.0;-23.14;-2.41;-6.75;-25.3
7609;25.54;-0.0;-23.14;-2.41;-6.75;-27.39
7610;25.54;-0.0;-23.14;-2.41;-6.75;-28.71
7611;25.54;-0.0;-23.14;-2.41;-6.75;-29.36
7612;25.54;-0.0;-23.14;-2.41;-6.75;-29.6
7613;25.54;-0.0;-23.14;-2.41;-3.42;-29.36
7614;25.54;-0.0;-23.14;-2.41;-3.42;-28.83
7615;25.54;-0.0;-23.14;-2.41;-3.42;-28.41
7616;25.54;-0.0;-23.14;-2.41;-3.42;-27.45
7617;25.54;-0.0;-23.14;-2.41;-3.42;-26.68
7618;25.54;-0.0;-23.14;-2.41;-3.42;-25.96
7619;25.54;-0.0;-23.14;-2.41;-3.42;-24.65
7620;25.54;-0.0;-23.14;-2.41;-3.42;-24.05
7621;25.54;-0.0;-23.14;-2.41;-3.42;-20.95
7622;25.54;-0.0;-23.14;-2.41;-3.42;-16.59
7623;25.54;-0.0;-23.14;-2.41;-3.42;-11.4
7624;25.54;-0.0;-23.14;-2.41;-3.42;-4.54
7625;25.54;-0.0;-23.14;-2.41;-3.42;-0.48
7626;24.05;-0.0;-21.79;-2.27;-2.64;-0.0
7627;22.68;-0.0;-20.54;-2.14;-5.25;-0.0
7628;23.33;-0.0;-21.14;-2.2;-5.59;-0.0
7629;25.07;-0.0;-22.7;-2.36;-6.5;-0.0
7630;25.54;-0.0;-23.14;-2.41;-6.75;-1.13
7631;24.11;-0.0;-21.84;-2.27;-6.0;-0.0
7632;22.62;-0.0;-20.49;-2.13;-5.22;-0.0
7633;20.05;-0.0;-18.16;-1.89;-3.87;-0.0
7634;18.02;-0.0;-16.33;-1.7;-2.8;-0.0
7635;14.62;-0.0;-13.24;-1.38;-1.02;-0.0
7636;11.16;-0.0;-10.11;-1.05;0.8;-0.0
7637;9.67;-0.0;-8.76;-0.91;4.92;-0.0
7638;9.61;-0.0;-8.7;-0.91;4.95;-0.0
7639;9.19;-0.0;-8.32;-0.87;5.17;-0.0
7640;7.52;-0.0;-6.81;-0.71;6.05;-0.0
7641;6.8;-0.0;-6.16;-0.64;6.42;-0.0
7642;9.61;-0.0;-8.7;-0.91;4.95;-0.0
7643;14.62;-0.0;-13.24;-1.38;2.32;-0.0
7644;17.49;-0.0;-15.84;-1.65;0.81;-0.0
7645;20.47;-0.0;-18.54;-1.93;-0.76;-0.0
7646;24.17;-0.0;-21.89;-2.28;-2.7;-0.0
7647;25.54;-0.0;-23.14;-2.41;-3.42;-1.73
7648;25.54;-0.0;-23.14;-2.41;-3.42;-0.42
7649;24.47;-0.0;-22.16;-2.3;-2.86;-0.0
7650;25.54;-0.0;-23.14;-2.41;-3.42;-0.12
7651;25.54;-0.0;-23.14;-2.41;-6.75;-2.15
7652;25.54;-0.0;-23.14;-2.41;-6.75;-2.51
7653;25.54;-0.0;-23.14;-2.41;-6.75;-9.07
7654;25.54;-0.0;-23.14;-2.41;-6.75;-7.58
7655;25.54;-0.0;-23.14;-2.41;-6.75;-7.64
7656;25.54;-0.0;-23.14;-2.41;-6.75;-12.35
7657;25.54;-0.0;-23.14;-2.41;-6.75;-12.95
7658;25.54;-0.0;-23.14;-2.41;-6.75;-13.73
7659;25.54;-0.0;-23.14;-2.41;-6.75;-12.17
7660;25.54;-0.0;-23.14;-2.41;-6.75;-7.58
7661;25.54;-0.0;-23.14;-2.41;-3.42;-1.85
7662;20.41;-0.0;-18.49;-1.92;-0.72;-0.0
7663;14.8;-0.0;-13.41;-1.39;2.22;-0.0
7664;9.37;-0.0;-8.49;-0.88;5.08;-0.0
7665;5.91;-0.0;-5.35;-0.56;6.89;-0.0
7666;5.55;0.13;-5.14;-0.53;7.02;-0.0
7667;3.88;1.8;-5.14;-0.53;7.02;-0.0
7668;2.86;2.81;-5.14;-0.53;7.02;-0.0
7669;2.21;3.47;-5.14;-0.53;7.02;-0.0
7670;2.45;3.23;-5.14;-0.53;7.02;-0.0
7671;3.4;2.27;-5.14;-0.53;7.02;-0.0
7672;4.65;1.02;-5.14;-0.53;7.02;-0.0
7673;6.15;-0.0;-5.57;-0.58;6.77;-0.0
7674;7.34;-0.0;-6.65;-0.69;6.14;-0.0
7675;7.4;-0.0;-6.7;-0.7;2.78;-0.0
7676;7.04;-0.0;-6.38;-0.66;2.97;-0.0
7677;7.28;-0.0;-6.6;-0.69;2.84;-0.0
7678;7.52;-0.0;-6.81;-0.71;2.72;-0.0
7679;7.4;-0.0;-6.7;-0.7;2.78;-0.0
7680;7.64;-0.0;-6.92;-0.72;2.65;-0.0
7681;8.47;-0.0;-7.68;-0.8;2.21;-0.0
7682;9.43;-0.0;-8.54;-0.89;1.71;-0.0
7683;9.13;-0.0;-8.27;-0.86;1.87;-0.0
7684;9.07;-0.0;-8.22;-0.85;1.9;-0.0
7685;9.37;-0.0;-8.49;-0.88;5.08;-0.0
7686;10.21;-0.0;-9.24;-0.96;4.64;-0.0
7687;10.98;-0.0;-9.95;-1.03;4.23;-0.0
7688;9.67;-0.0;-8.76;-0.91;4.92;-0.0
7689;9.01;-0.0;-8.16;-0.85;5.26;-0.0
7690;9.43;-0.0;-8.54;-0.89;5.05;-0.0
7691;11.1;-0.0;-10.05;-1.05;4.17;-0.0
7692;12.06;-0.0;-10.92;-1.14;3.67;-0.0
7693;10.56;-0.0;-9.57;-0.99;4.45;-0.0
7694;8.71;-0.0;-7.89;-0.82;5.42;-0.0
7695;10.09;-0.0;-9.14;-0.95;4.7;-0.0
7696;10.68;-0.0;-9.68;-1.01;4.39;-0.0
7697;8.77;-0.0;-7.95;-0.83;5.39;-0.0
7698;5.67;0.01;-5.14;-0.53;7.02;-0.0
7699;4.42;1.26;-5.14;-0.53;3.68;-0.0
7700;5.31;0.36;-5.14;-0.53;3.68;-0.0
7701;6.33;-0.0;-5.73;-0.6;3.34;-0.0
7702;6.03;-0.0;-5.46;-0.57;3.5;-0.0
7703;5.07;0.6;-5.14;-0.53;3.68;-0.0
7704;3.82;1.86;-5.14;-0.53;3.68;-0.0
7705;2.75;2.93;-5.14;-0.53;3.68;-0.0
7706;2.69;2.99;-5.14;-0.53;3.68;-0.0
7707;2.86;2.81;-5.14;-0.53;3.68;-0.0
7708;3.16;2.51;-5.14;-0.53;3.68;-0.0
7709;3.82;1.86;-5.14;-0.53;7.02;-0.0
7710;4.83;0.84;-5.14;-0.53;7.02;-0.0
7711;6.15;-0.0;-5.57;-0.58;6.77;-0.0
7712;6.92;-0.0;-6.27;-0.65;6.36;-0.0
7713;8.59;-0.0;-7.78;-0.81;5.48;-0.0
7714;9.79;-0.0;-8.87;-0.92;4.86;-0.0
7715;11.94;-0.0;-10.81;-1.12;3.73;-0.0
7716;12.71;-0.0;-11.51;-1.2;3.32;-0.0
7717;13.19;-0.0;-11.95;-1.24;3.07;-0.0
7718;16.11;-0.0;-14.6;-1.52;1.53;-0.0
7719;21.31;-0.0;-19.3;-2.01;-1.19;-0.0
7720;23.04;-0.0;-20.87;-2.17;-2.1;-0.0
7721;25.18;-0.0;-22.81;-2.37;-3.23;-0.0
7722;25.54;-0.0;-23.14;-2.41;-3.42;-6.56
7723;-0.0;-0.0;0.0;0.0;6.67;-36.58
7724;-0.0;-0.0;0.0;0.0;6.67;-36.52
7725;-0.0;-0.0;0.0;0.0;6.67;-34.55
7726;-0.0;-0.0;0.0;0.0;6.67;-28.41
7727;-0.0;-0.0;0.0;0.0;6.67;-27.45
7728;25.54;-0.0;-23.14;-2.41;-6.75;-2.86
7729;25.54;-0.0;-23.14;-2.41;-6.75;-5.85
7730;25.54;-0.0;-23.14;-2.41;-6.75;-11.46
7731;25.54;-0.0;-23.14;-2.41;-6.75;-12.77
7732;25.54;-0.0;-23.14;-2.41;-6.75;-14.74
7733;25.54;-0.0;-23.14;-2.41;-3.42;-15.76
7734;25.54;-0.0;-23.14;-2.41;-3.42;-17.01
7735;25.54;-0.0;-23.14;-2.41;-3.42;-17.37
7736;25.54;-0.0;-23.14;-2.41;-3.42;-17.43
7737;25.54;-0.0;-23.14;-2.41;-3.42;-16.59
7738;25.54;-0.0;-23.14;-2.41;-3.42;-15.93
7739;25.54;-0.0;-23.14;-2.41;-3.42;-16.23
7740;25.54;-0.0;-23.14;-2.41;-3.42;-14.98
7741;25.54;-0.0;-23.14;-2.41;-3.42;-13.55
7742;25.54;-0.0;-23.14;-2.41;-3.42;-11.4
7743;25.54;-0.0;-23.14;-2.41;-3.42;-7.4
7744;25.54;-0.0;-23.14;-2.41;-3.42;-9.25
7745;25.54;-0.0;-23.14;-2.41;-3.42;-8.71
7746;25.54;-0.0;-23.14;-2.41;-3.42;-6.27
7747;25.54;-0.0;-23.14;-2.41;-6.75;-5.01
7748;25.54;-0.0;-23.14;-2.41;-6.75;-5.07
7749;25.54;-0.0;-23.14;-2.41;-6.75;-5.01
7750;25.54;-0.0;-23.14;-2.41;-6.75;-6.39
7751;25.54;-0.0;-23.14;-2.41;-6.75;-7.1
7752;25.54;-0.0;-23.14;-2.41;-6.75;-7.7
7753;25.54;-0.0;-23.14;-2.41;-6.75;-9.07
7754;25.54;-0.0;-23.14;-2.41;-6.75;-9.19
7755;25.54;-0.0;-23.14;-2.41;-6.75;-12.53
7756;25.54;-0.0;-23.14;-2.41;-6.75;-14.38
7757;25.54;-0.0;-23.14;-2.41;-3.42;-14.68
7758;25.54;-0.0;-23.14;-2.41;-3.42;-13.19
7759;25.54;-0.0;-23.14;-2.41;-3.42;-11.52
7760;25.54;-0.0;-23.14;-2.41;-3.42;-10.44
7761;25.54;-0.0;-23.14;-2.41;-3.42;-10.62
7762;25.54;-0.0;-23.14;-2.41;-3.42;-11.34
7763;25.54;-0.0;-23.14;-2.41;-3.42;-9.61
7764;25.54;-0.0;-23.14;-2.41;-3.42;-5.67
7765;25.54;-0.0;-23.14;-2.41;-3.42;-0.36
7766;21.01;-0.0;-19.03;-1.98;-1.04;-0.0
7767;18.62;-0.0;-16.87;-1.75;0.22;-0.0
7768;18.2;-0.0;-16.49;-1.71;0.44;-0.0
7769;17.01;-0.0;-15.41;-1.6;1.06;-0.0
7770;14.56;-0.0;-13.19;-1.37;2.35;-0.0
7771;12.23;-0.0;-11.08;-1.15;0.24;-0.0
7772;9.55;-0.0;-8.65;-0.9;1.65;-0.0
7773;6.86;-0.0;-6.22;-0.65;3.06;-0.0
7774;4.77;0.9;-5.14;-0.53;3.68;-0.0
7775;3.16;2.51;-5.14;-0.53;3.68;-0.0
7776;1.85;3.83;-5.14;-0.53;3.68;-0.0
7777;1.01;4.66;-5.14;-0.53;3.68;-0.0
7778;0.54;5.14;-5.14;-0.53;3.68;-0.0
7779;0.36;5.32;-5.14;-0.53;3.68;-0.0
7780;0.36;5.32;-5.14;-0.53;3.68;-0.0
7781;0.95;4.72;-5.14;-0.53;7.02;-0.0
7782;2.57;3.11;-5.14;-0.53;7.02;-0.0
7783;5.01;0.66;-5.14;-0.53;7.02;-0.0
7784;6.74;-0.0;-6.11;-0.64;6.46;-0.0
7785;8.83;-0.0;-8.0;-0.83;5.36;-0.0
7786;10.68;-0.0;-9.68;-1.01;4.39;-0.0
7787;11.34;-0.0;-10.27;-1.07;4.04;-0.0
7788;12.06;-0.0;-10.92;-1.14;3.67;-0.0
7789;12.77;-0.0;-11.57;-1.2;3.29;-0.0
7790;11.82;-0.0;-10.7;-1.11;3.79;-0.0
7791;12.71;-0.0;-11.51;-1.2;3.32;-0.0
7792;14.14;-0.0;-12.81;-1.33;2.57;-0.0
7793;15.28;-0.0;-13.84;-1.44;1.97;-0.0
7794;16.95;-0.0;-15.35;-1.6;1.09;-0.0
7795;17.07;-0.0;-15.46;-1.61;-2.3;-0.0
7796;16.11;-0.0;-14.6;-1.52;-1.8;-0.0
7797;15.22;-0.0;-13.78;-1.43;-1.33;-0.0
7798;13.79;-0.0;-12.49;-1.3;-0.58;-0.0
7799;12.06;-0.0;-10.92;-1.14;0.33;-0.0
7800;10.68;-0.0;-9.68;-1.01;1.05;-0.0
7801;8.71;-0.0;-7.89;-0.82;2.09;-0.0
7802;6.8;-0.0;-6.16;-0.64;3.09;-0.0
7803;5.07;0.6;-5.14;-0.53;3.68;-0.0
7804;4.54;1.14;-5.14;-0.53;3.68;-0.0
7805;4.65;1.02;-5.14;-0.53;7.02;-0.0
7806;5.13;0.54;-5.14;-0.53;7.02;-0.0
7807;4.54;1.14;-5.14;-0.53;7.02;-0.0
7808;3.04;2.63;-5.14;-0.53;7.02;-0.0
7809;1.91;3.77;-5.14;-0.53;7.02;-0.0
7810;1.97;3.71;-5.14;-0.53;7.02;-0.0
7811;1.97;3.71;-5.14;-0.53;7.02;-0.0
7812;2.57;3.11;-5.14;-0.53;7.02;-0.0
7813;6.27;-0.0;-5.68;-0.59;6.71;-0.0
7814;6.68;-0.0;-6.05;-0.63;6.49;-0.0
7815;11.64;-0.0;-10.54;-1.1;3.89;-0.0
7816;17.9;-0.0;-16.22;-1.69;0.59;-0.0
7817;21.72;-0.0;-19.68;-2.05;-1.41;-0.0
7818;24.65;-0.0;-22.33;-2.32;-2.95;-0.0
7819;25.54;-0.0;-23.14;-2.41;-6.75;-0.72
7820;25.54;-0.0;-23.14;-2.41;-6.75;-5.79
7821;25.54;-0.0;-23.14;-2.41;-6.75;-11.46
7822;25.54;-0.0;-23.14;-2.41;-6.75;-12.35
7823;25.54;-0.0;-23.14;-2.41;-6.75;-13.37
7824;25.54;-0.0;-23.14;-2.41;-6.75;-11.16
